Latitude,Longitude
51.5223683,-0.097274466
51.52299361976976,-0.09701774
51.52282096321577,-0.095799631
51.52248190535077,-0.095410153
51.52211313,-0.095958909
51.52260116412995,-0.095001545
51.52205532092105,-0.095168487
51.52181469454384,-0.095856042
51.52218558070498,-0.095436938
51.52258033344841,-0.096487195
51.52218819592609,-0.096705368
51.522599573245785,-0.096010686
51.52057252170668,-0.100217873
51.52171161229008,-0.100588483
51.5242466047208,-0.106090695
51.52431413725511,-0.104703975
51.54197663213306,-0.092562482
51.52438922938682,-0.106012696
51.33260720262413,-0.259503684
51.33323483320567,-0.266657678
51.333097956107785,-0.267739498
51.33277253879546,-0.268842771
51.33273607760883,-0.269418361
51.33345987510142,-0.267280838
51.32484166702616,-0.503951303
51.325311683274286,-0.269051908
51.32485697748896,-0.268710203
51.32469505854355,-0.268099125
51.32414325563112,-0.2672731
51.32485244327231,-0.269011786
51.324706725391806,-0.268888096
51.32395095739162,-0.268256328
51.323672829191565,-0.267692701
51.32144017810291,-0.267532833
51.32181001982249,-0.268824929
51.32178631609201,-0.268438318
51.32257103670004,-0.268595345
51.32173565437249,-0.266230024
51.33125338934555,-0.260990422
51.330776444507215,-0.260362497
51.33050404404985,-0.260186192
51.33078802816579,-0.259931415
51.33072426193957,-0.259876409
51.33084479632127,-0.258910077
51.33058439776983,-0.258331394
51.28874091300598,-0.333100415
51.28540130379494,-0.296652871
51.29467860500813,-0.33516594
51.28274029049691,-0.343068614
51.282918635855296,-0.342961818
51.28229946051724,-0.343055801
51.28943469016018,-0.381277215
51.28319924249575,-0.386888093
51.28657442147888,-0.387099658
51.28673018533662,-0.387309308
51.376529520130696,-0.25605758
51.35174492692543,-0.243340518
51.32549935904535,-0.263504523
51.32644011302596,-0.268736712
51.32447541,-0.254515259
51.32672203853566,-0.28177346
51.32674085563186,-0.281830171
51.32890966374028,-0.282552961
51.29411639630891,-0.32853101
51.29391763285078,-0.328466513
51.29365328975358,-0.328217938
51.29270400212062,-0.327865166
51.29411191281818,-0.328846724
51.29355464675113,-0.328866961
51.29707233923544,-0.322685962
51.29588363768781,-0.330116356
51.29003692922363,-0.301902613
51.28989774036987,-0.301606566
51.29518783036702,-0.328621185
51.29558753407314,-0.327014514
51.29595330501248,-0.330587174
51.30976426409797,-0.352038284
51.30882272398264,-0.376061165
51.29470722237493,-0.330861875
51.29394916369298,-0.333198628
51.296860914137504,-0.331171042
51.2923025516896,-0.326832734
51.29277502908289,-0.326543042
51.293135751446414,-0.325984893
51.29472743817226,-0.325353254
51.30620679159013,-0.308780588
51.307114061201446,-0.300640966
51.30714108626864,-0.299406093
51.30713024754799,-0.29866043
51.30856408438399,-0.300171307
51.30825786606652,-0.30013958
51.30785298757419,-0.300125848
51.30909503655712,-0.299577766
51.29616937382096,-0.345812414
51.299022841162525,-0.359437557
51.29172751182896,-0.337596159
51.28822822927074,-0.352795194
51.28964624013599,-0.353232057
51.282452508306186,-0.37775149
51.28058795267668,-0.377530409
51.308976759845805,-0.37549617
51.33273812753009,-0.310230639
51.335068774562586,-0.305981715
51.30620293937276,-0.311004527
51.31006000790359,-0.31281426
51.309340018684615,-0.31215196
51.30792856373104,-0.286808451
51.307701764850286,-0.286673422
51.308137386505145,-0.28694415
51.30866783040316,-0.290009187
51.308690183922735,-0.289692703
51.30850707,-0.289469947
51.31056746955044,-0.290153796
51.31730815610223,-0.289874484
51.31443155,-0.28626488
51.311886183735375,-0.285627925
51.28419014629901,-0.286372722
51.28987778214054,-0.270757635
51.293875986707945,-0.224809495
51.28336221,-0.244430388
51.28298526400782,-0.246882543
51.29014579615373,-0.243440204
51.282701028896014,-0.219074373
51.294470982081904,-0.221344134
51.30531306763109,-0.172131272
51.28372564091574,-0.216668644
51.31932340803084,-0.205802189
51.280704842616295,-0.243527989
51.30034764257249,-0.175484545
51.31480135817654,-0.230702993
51.31449013524729,-0.230341875
51.29518945376277,-0.166494897
51.30676855038987,-0.243121105
51.29534264584464,-0.169386245
51.29503845081548,-0.169484416
51.29011640995947,-0.172720822
51.32204253934263,-0.200744743
51.32178212386942,-0.200769278
51.31039392955828,-0.184268987
51.309612460361926,-0.184328503
51.28998690356893,-0.270839587
51.30606071630756,-0.17624785
51.32299686089257,-0.194392434
51.32176850137427,-0.193464705
51.28122626851035,-0.187972268
51.29229404210009,-0.16077276
51.29242884227699,-0.160767368
51.29216149660205,-0.160921491
51.29339977148773,-0.225430272
51.28083190414493,-0.218573102
51.28032300845416,-0.246252639
51.28831362,-0.228652388
51.28245591673822,-0.249971401
51.28175459410941,-0.239774003
51.284663839862766,-0.228735454
51.39063105457712,-0.499034691
51.39137244434467,-0.502158198
51.39141132568938,-0.501682604
51.39131666056876,-0.501311989
51.39078904277322,-0.500136259
51.39070409722605,-0.499822827
51.39048229598956,-0.499355771
51.36703623501521,-0.485857126
51.39516826372976,-0.504348475
51.39100084692898,-0.498418902
51.39225353523518,-0.50425672
51.39236543443363,-0.504569291
51.39274203864314,-0.505189456
51.3924353274852,-0.503704584
51.3926833429428,-0.50411333
51.38957534229562,-0.491753457
51.38907173375518,-0.489657233
51.37682311469459,-0.493078011
51.377537031883655,-0.492652225
51.37890840973476,-0.492305406
51.39404135577031,-0.502013488
51.39438383075703,-0.501369822
51.388609212450056,-0.507595031
51.39118039290674,-0.50472293
51.391563972910085,-0.504480445
51.39189435397198,-0.504297185
51.38865582175876,-0.507018616
51.39090779795707,-0.504501848
51.39161919000671,-0.503874957
51.391777133566194,-0.503567958
51.36692760012626,-0.476781474
51.37152002344927,-0.493266402
51.39196056698196,-0.502440827
51.39077929120136,-0.499374795
51.38888712330608,-0.486501325
51.39291135003379,-0.502251652
51.393192754676825,-0.502458068
51.393177531533134,-0.502674175
51.39289996680225,-0.506291098
51.39086264693432,-0.501671791
51.39072201318063,-0.498413663
51.3907920810984,-0.498267635
51.39073299136055,-0.49786712
51.3901197929704,-0.493532177
51.32072942007565,-0.473760628
51.32612095200227,-0.484547561
51.300466731370136,-0.492320529
51.29928471535571,-0.494109282
51.29962021105863,-0.493624932
51.29988490002494,-0.493228961
51.30031083181141,-0.492784674
51.30046511424368,-0.492894384
51.301731897795285,-0.489309599
51.30196387618799,-0.488469949
51.30159975,-0.486731759
51.30146654197224,-0.488256746
51.301307582631296,-0.489180064
51.30102535839075,-0.490308252
51.30078327042845,-0.491062136
51.29986139549624,-0.492799384
51.29935714361466,-0.493447056
51.30616870891246,-0.509249452
51.29984134790324,-0.491939347
51.299096800896365,-0.492781374
51.29899709895934,-0.491321485
51.28867139728661,-0.412223549
51.28491356429669,-0.410316884
51.28535352088443,-0.414245212
51.30185666508344,-0.454732766
51.30343491531434,-0.430722182
51.30077081581966,-0.459001037
51.30385140064781,-0.441711332
51.29779429612847,-0.473430552
51.29763620844297,-0.474411199
51.30253288927995,-0.475468382
51.28383851393619,-0.440036948
51.30212732157178,-0.485107719
51.30237029234326,-0.48442548
51.28950522966444,-0.489552793
51.28523996158544,-0.435214241
51.28525393026667,-0.435586607
51.28505851667428,-0.426372652
51.405686516145806,-0.407845788
51.40618597548224,-0.40621809
51.40633096211731,-0.405637924
51.406585559337245,-0.404521946
51.40611776292146,-0.404509489
51.40689486,-0.403461562
51.38959667479111,-0.440484693
51.40019411123085,-0.430679024
51.40487511964708,-0.411008304
51.40507130990001,-0.410886476
51.40478055687412,-0.410666525
51.40922559516319,-0.402258741
51.40944619406177,-0.401949084
51.40563707357499,-0.413483601
51.40415811403813,-0.412514047
51.41142369749949,-0.417122444
51.40795344741671,-0.400635219
51.40922342,-0.398146438
51.40938648409416,-0.396918517
51.40676011080532,-0.459282396
51.39014569577513,-0.446617622
51.390008394940665,-0.446435423
51.39024506028132,-0.444616428
51.39105662730072,-0.439371471
51.405540851945325,-0.462989755
51.40370083,-0.413277512
51.40425857892089,-0.411964225
51.40662426079432,-0.405383284
51.40697810644188,-0.403631198
51.40402429109536,-0.411929217
51.40978634,-0.443967383
51.387939361638686,-0.457270329
51.38838782238449,-0.454452593
51.38852283866298,-0.454462419
51.38930104382408,-0.454148752
51.38835843083726,-0.45222583
51.38818124548779,-0.453108531
51.38791955575402,-0.453720995
51.38798721373905,-0.454078028
51.38852159232331,-0.453686338
51.38824238163965,-0.453652628
51.40533133792624,-0.412157068
51.40511505738765,-0.411460063
51.28678696218923,0.0309643607397643
51.29308656959076,0.032275304
51.29790055,0.037824397
51.28550305263601,-0.03395631
51.28662323619039,-0.036934423
51.31567629410748,-0.070823294
51.302253976092665,-0.073809989
51.30871103260198,-0.056924698
51.30652316893015,-0.079686024
51.30159763680253,0.004963839
51.32510422565535,-0.00702865
51.32431703924261,-0.041453508
51.32392316047646,-0.017988159
51.31971242999347,-0.042510433
51.30200737897582,-0.053435045
51.307165908889466,-0.043503354
51.28520568032284,-0.125476566
51.28536404159627,-0.124695682
51.28522323585465,-0.124887865
51.281903061994,-0.08589035
51.28208951729264,-0.085194286
51.30964650247711,-0.055852125
51.28610258109677,-0.088626534
51.30815468609123,-0.055369936
51.31099045,-0.412170619
51.32752733253381,-0.446349463
51.36625125347987,-0.460125275
51.35555335377899,-0.329139234
51.38486984851439,-0.427265513
51.349439210044345,-0.429928178
51.38223952509925,-0.347238641
51.3315274,-0.417992805
51.31411815945686,-0.417357436
51.39223132624653,-0.316349107
51.391789056369085,-0.316235952
51.33909797108325,-0.375192621
51.32054671010748,-0.392179629
51.32084679710575,-0.39373342
51.324187780873785,-0.401309508
51.38654742572026,-0.44719929
51.38383441606093,-0.433882991
51.40256587945307,-0.372486495
51.33307593962519,-0.357346528
51.38944857,-0.333051934
51.350755654996576,-0.431534781
51.351096058631946,-0.431437003
51.35110932,-0.432427463
51.35127981045076,-0.434417842
51.36171648891793,-0.380569654
51.383926530284825,-0.34634445
51.38488155200554,-0.343924408
51.381310844943606,-0.34579187
51.36300962633497,-0.327977329
51.37977808440647,-0.317092732
51.36573504907904,-0.367541837
51.366420542957215,-0.453180887
51.33733429508444,-0.452852192
51.33535515624476,-0.452114708
51.33530699125383,-0.451872274
51.39859609252972,-0.353536283
51.39855539034431,-0.353839634
51.39874282566927,-0.3543792
51.34982494318943,-0.42985758
51.34464866512143,-0.453783981
51.37162658660689,-0.455864603
51.38929557196794,-0.333675522
51.38937564700339,-0.334247538
51.38976264537924,-0.338703555
51.31838543604289,-0.382812589
51.31847927838911,-0.3830963
51.31662738485077,-0.380535376
51.31626527431579,-0.380361581
51.313980319444894,-0.379652857
51.31391145106212,-0.381176293
51.34413372772509,-0.352657986
51.392902240893605,-0.331819836
51.39289897904718,-0.33222243
51.37897987346291,-0.455674689
51.35073507074616,-0.432684357
51.35127225834013,-0.432508074
51.35141741610987,-0.432603654
51.35216336404013,-0.431228258
51.35296404713154,-0.430583392
51.352243774827095,-0.429846823
51.339546075102255,-0.415132831
51.34639606572365,-0.473900241
51.32882020818028,-0.427315495
51.327393755685264,-0.434282636
51.32739953739637,-0.437411513
51.32801564333926,-0.429682648
51.32781922192351,-0.427105699
51.37159023631803,-0.375379555
51.32169600359743,-0.412489844
51.331870580706266,-0.417435519
51.331676146997495,-0.426370925
51.33356242651487,-0.426880615
51.34628967108965,-0.38543537
51.374255957725055,-0.35889097
51.37539755285373,-0.356292562
51.38814184617065,-0.327177813
51.384286954756426,-0.42738608
51.38514540259014,-0.427026128
51.31182960530063,-0.435099099
51.31223694330081,-0.43462609
51.35211692006413,-0.429104365
51.352004055062025,-0.428734826
51.35121661416914,-0.42768465
51.35091082,-0.427680744
51.35003323188633,-0.427954861
51.35032638202019,-0.427686356
51.349603775665706,-0.428788079
51.349377968073945,-0.429384567
51.34940094772493,-0.429757156
51.34937653433689,-0.43061962
51.34948670296362,-0.430788191
51.34970992279822,-0.431340647
51.35016703212273,-0.431899502
51.35148087086477,-0.4319696
51.35208684366575,-0.430886197
51.3522444035648,-0.43056487
51.34736427649033,-0.430774369
51.35592825762016,-0.421634938
51.32890618,-0.354983605
51.32990599660622,-0.404526935
51.36724555355214,-0.353394893
51.38859611182344,-0.422164911
51.38037447112017,-0.333021736
51.36428576991209,-0.355224845
51.32744548479884,-0.407425575
51.368388339360216,-0.396870262
51.37372438720664,-0.455377357
51.37385070192874,-0.456091516
51.35079684529925,-0.429910588
51.35069624208472,-0.429784775
51.35092345151892,-0.429963709
51.37284079747676,-0.367662832
51.348493051455286,-0.33852916
51.35219253804737,-0.430049631
51.351788585768645,-0.429431528
51.353268444802325,-0.429811834
51.35538674786444,-0.428849032
51.3559180217222,-0.428902691
51.37181324103058,-0.427971205
51.35019914279607,-0.431611193
51.36381781761209,-0.352641509
51.37013634716055,-0.462207483
51.37015343980271,-0.462824693
51.362485486240885,-0.465078059
51.349704573379256,-0.428928245
51.32685568815979,-0.409685093
51.36793312524794,-0.367822858
51.3686659,-0.366202128
51.36880369507081,-0.365766227
51.369146242706094,-0.365825875
51.36919933917058,-0.365120014
51.37090510426774,-0.362343886
51.33134290827546,-0.356245736
51.39268755,-0.331899502
51.39206653358322,-0.331232103
51.39143493547541,-0.332347438
51.38485124128114,-0.417867173
51.36084989396812,-0.365445947
51.35156401172844,-0.428778584
51.35770841496662,-0.37232284
51.35897971984745,-0.369979604
51.35735426,-0.374015875
51.36049228406906,-0.368819881
51.31129734201993,-0.39838577
51.34196737929497,-0.424640675
51.34347092682791,-0.363752313
51.32583222,-0.412461869
51.310858995097554,-0.40646464
51.32115568227276,-0.409781751
51.32097802371665,-0.410605915
51.35084969742491,-0.428487048
51.35093226232196,-0.427938508
51.35041633068576,-0.428358244
51.35044650629806,-0.427926388
51.38752129646938,-0.366695765
51.36925323353479,-0.36447159
51.36926659702444,-0.364140678
51.37230401656151,-0.380167511
51.34713800155958,-0.399420554
51.38704442691378,-0.330940176
51.36982618009083,-0.366864842
51.38708777953232,-0.417675129
51.38703035680943,-0.417418408
51.38705557512196,-0.417288188
51.38676891940141,-0.41736993
51.38709469346443,-0.418853414
51.38658546046487,-0.419100903
51.37183415813872,-0.461389128
51.371963325672986,-0.460953771
51.37234310403308,-0.46111345
51.372181187935446,-0.461794158
51.39250432426988,-0.332926708
51.39252536049948,-0.332509099
51.39240871862536,-0.332527706
51.39240074384334,-0.331967411
51.351598676084336,-0.429351847
51.351012257676565,-0.428538937
51.35051828,-0.428584537
51.35004144,-0.42990764
51.35059920146133,-0.43126726
51.35105761,-0.431251622
51.36828513101797,-0.36469282
51.39814838665606,-0.354314242
51.34596843565855,-0.346302777
51.3999758,-0.349332077
51.37095403126988,-0.463530616
51.38606657466673,-0.426649641
51.38723462588379,-0.423232132
51.38673608925385,-0.420935346
51.35693921173701,-0.398059716
51.357943415650674,-0.428388226
51.33451888197028,-0.429805214
51.35237033175309,-0.431910544
51.352770621197486,-0.432255931
51.35358440864735,-0.433262229
51.35181747357198,-0.432259708
51.35198633093509,-0.432110337
51.35230092264501,-0.43209961
51.352556781057736,-0.431731848
51.35166117,-0.431331559
51.32662036583629,-0.410898889
51.32671137810178,-0.411642106
51.3262408279104,-0.412088943
51.32633756108952,-0.411927721
51.38676166398109,-0.32939825
51.35356715978328,-0.361023092
51.38223075382809,-0.365202386
51.40602265114862,-0.025197239
51.492876730997885,-0.193682576
51.48588200835125,-0.174038899
51.486368156335175,-0.175229392
51.486625222947495,-0.174412515
51.48670207286893,-0.174150176
51.48575092909032,-0.176017421
51.46594191089514,-0.303171027
51.46520525834556,0.1100282986692611
51.51021032719583,-0.059980028
51.51192831266526,-0.030866727
51.42111404551656,-0.067351479
51.50737965732608,-0.202316957
51.48156162084653,-0.119727579
51.40710582930656,-0.031319086
51.512116877666855,-0.182933845
51.55856750086747,-0.093643075
51.5099358,-0.077703318
51.52983334661773,-0.044886333
51.50864548019262,-0.137058399
51.45289656,-0.245305356
51.54171510343854,0.024426812
51.549221434112525,-0.069859594
51.36401621312843,-0.071551486
51.40337812148032,0.118510078873939
51.40494650503964,-0.353638981
51.46716484570956,0.006610751
51.47262813503736,-0.005259363
51.475169834909615,0.009683676
51.47733772935439,-0.000877542
51.474883130066885,0.010146277
51.425922188715255,-0.212218221
51.42609930678761,-0.212038696
51.39236914886096,-0.315927213
51.47312513165847,-0.269800578
51.47708219350188,-0.285131596
51.4769112144964,-0.285123605
51.62581772665142,-0.195153297
51.48700480180071,-0.169341569
51.40296249896314,0.009881179
51.3686721,-0.430449139
51.697894461418734,-0.302032045
51.69647276033432,-0.316961657
51.50594647585872,-0.150051049
51.46442913775408,0.0151145628690911
51.43353468960538,-0.309508295
51.43314566672149,-0.309968666
51.41201479021314,0.133188967297766
51.331433575544494,0.0534662425759003
51.33597416101959,0.0535254918387869
51.39274497765358,-0.504715022
51.39303408347374,-0.504820583
51.376090752593576,-0.478158542
51.37663222286237,-0.479692432
51.39334532,-0.490522606
51.38725772384982,-0.509507363
51.39034168935773,-0.485634033
51.38797371038947,-0.509239772
51.39182921529464,-0.502013911
51.39112205954066,-0.504379873
51.36722328678525,-0.493392959
51.41660750743884,-0.053706217
51.359175084135614,0.066886126
51.31369679525548,-0.509350032
51.33748688794085,-0.469271081
51.33288021471303,-0.475984511
51.33780935971608,-0.469174227
51.33477682253974,-0.262694716
51.32913301339097,-0.254467649
51.32801655136202,-0.245352292
51.32888520526547,-0.254735431
51.32591128873742,-0.24528907
51.32643716679691,-0.246776102
51.32588349580419,-0.275503709
51.32556543239974,-0.27588882
51.325523,-0.277282667
51.32749822279106,-0.273404912
51.328430729890805,-0.259245499
51.33541035566002,-0.263575218
51.33579484723423,-0.26160824
51.39524353462799,0.1148137209251883
51.41341387013056,-0.024073439
51.34579960558119,0.051709891
51.43276645890535,-0.310486214
51.43164444357677,-0.303780342
51.432393450580136,-0.305205644
51.43208995336743,-0.305360752
51.43176760172827,-0.306077634
51.43136565582493,-0.306265151
51.43138046,-0.306667424
51.43115366652227,-0.304043103
51.43177746836742,-0.305516191
51.431577082050026,-0.304717964
51.4310542154246,-0.303385015
51.43082373,-0.302372132
51.43138934,-0.305415471
51.43211238222175,-0.304424784
51.4312802846468,-0.304714574
51.43197239484278,-0.306559199
51.55042150139349,-0.111494192
51.52041823041093,-0.100685565
51.409161588625686,-0.024688123
51.40583595092536,0.0143207108574768
51.41762011973424,-0.181117254
51.4178820958541,0.070322616
51.34943629855088,0.1374626118108434
51.34780800218526,0.070955986
51.38784780310111,0.1140270869956105
51.39545165497952,0.1152402134964027
51.41576756272752,0.01464253735603
51.33641943120877,0.0310915757077271
51.36508836623148,-0.004489244
51.424868677834816,-0.213899131
51.51353368,-0.140216961
51.48945603826402,-0.105127723
51.57209452466572,-0.19614229
51.57263516699052,-0.197968046
51.57229065629669,-0.198371305
51.59474177216612,-0.48040383
51.59469288803407,-0.480795267
51.520174516698496,-0.134252597
51.52070112621784,-0.133438261
51.65249634433727,-0.199153346
51.51117599479559,-0.145227386
51.50219461184427,-0.07834625
51.58681041237472,-0.071487476
51.4379868924224,-0.048495633
51.513743187700896,-0.125695104
51.522906814058594,-0.073538544
51.50375134377753,-0.113857415
51.51853888093409,0.1902017481748124
51.495579177588375,-0.324905121
51.33154280177943,-0.125281993
51.51236555006173,-0.135177126
51.58106788822692,-0.169373369
51.483864977148976,0.1481948395471769
51.45370478977917,0.1753777772997009
51.44237935290535,0.1438281135418045
51.45478271728736,0.1739896151663152
51.424688065621126,0.1192075252077549
51.42144248394814,0.1211429775333175
51.45544983171381,0.1303058221020107
51.45582575,0.1308991147264221
51.45747487138773,0.1312063153962452
51.48069481644575,0.2165584807402518
51.46867159514055,0.1974288102056308
51.45411955807606,0.2027899625309382
51.45885022226103,0.1465150442910071
51.428755806763625,0.144758164366888
51.44875524407085,0.1910176041096696
51.419538345008135,0.116035133112038
51.44213244,0.1509252682255367
51.44118782583028,0.1484921496147983
51.42432225266986,0.1190467529711669
51.50853214187479,0.1388644589609483
51.53598288,-0.249148342
51.53538291389775,-0.192965526
51.45768730777538,0.1417532947001655
51.45646518384834,0.146618967482883
51.438937274120406,0.1070035343658144
51.42411525,0.1050842824375449
51.45372694131514,0.1756379232567149
51.44885676558599,0.1908785356026816
51.456439709737936,0.1183613304059871
51.444516396851846,0.1742788637652883
51.48147445614671,0.1812220695632624
51.41758517862705,0.1051436939938777
51.42415351751478,0.1019502380559957
51.43613785,0.1141406372273267
51.45389875795923,0.1359766343962515
51.43997232381882,0.1534713959379836
51.44790056016297,0.160018775891607
51.45253413052036,0.1279389896079013
51.43956956534883,0.1528768682846359
51.43720257120516,0.14807483
51.43023409766051,0.139159168827065
51.42537809083611,0.1332215267198124
51.42526049329478,0.1332592036646585
51.41985029945162,0.1340428253640311
51.50914228924672,0.1384462799766136
51.44186426915566,0.1469122267411855
51.441726097319325,0.1475820737231474
51.44186310736612,0.1499196933261403
51.440628771371856,0.1529842598600494
51.44120368812173,0.1486080132503867
51.44061818509676,0.1520916015418182
51.44814016490769,0.1183078116690439
51.44800104444232,0.122518176854319
51.44843231,0.1589788703488163
51.41548789088372,0.073493356
51.40634752182564,0.008088587
51.404613864531264,0.0376886994611482
51.40464831,0.03725889
51.40262220194925,0.0410363704867875
51.402110673864186,0.049740615
51.29732892096124,0.077003182
51.39445660400754,0.028095232
51.39322774,0.0305133669084099
51.38105637583036,0.038540271
51.41340442171422,0.077900254
51.40663818115062,-0.01319331
51.40855514365353,-0.02445543
51.40617259992872,-0.013314145
51.40689018163565,-0.003678078
51.40604700316239,0.000943769
51.35846731151648,0.1314477770577853
51.35681502490599,0.1327930914688917
51.35714277576249,0.1315874022797285
51.41118703351751,0.065475711
51.41270635413227,0.0573185615226123
51.41091406977214,0.0605454380680743
